,region,numberpets,householdsize,homeowner,jobcategory,carbrand,log_car_val,log_hh_income,log_tot_debt,log_tot_value
1314,northeast,0,2,1,Sales,Foreign,9.210340372,9.61580548,11.44035477,7.534575674
1318,northeast,2,2,1,Service,Foreign,10.70099475,11.21182037,14.06252687,7.382373246
1319,west,0,2,1,Service,Foreign,9.698920387,10.54534144,11.95632841,5.279134547
1320,southwest,0,2,0,Professional,Foreign,10.37972173,10.75790288,13.11875688,6.881616621
1321,southeast,4,1,0,Crafts,Domestic,11.08980542,11.62625415,12.907188,6.550437271
1322,northeast,0,1,1,Agriculture,Domestic,9.249561085,9.852194258,12.09290395,6.929369989
1324,southeast,0,2,1,Professional,Domestic,8.536995819,9.392661929,10.30895266,8.441736618
1327,midwest,0,1,1,Crafts,Foreign,9.83091686,10.34174248,12.44587664,5.894402834
1328,northeast,2,1,0,Professional,Foreign,10.56359488,11.27720313,13.14900531,6.888878223
1329,southeast,0,2,0,Service,Foreign,11.04771035,11.6351431,12.69985383,7.785907911
1330,northeast,0,2,0,Labor,Domestic,11.0806029,11.98292909,14.46783574,6.274479495
1331,northeast,0,2,0,Agriculture,Domestic,10.88369161,11.32659589,12.95583643,8.260609189
1332,southeast,1,1,1,Professional,Foreign,8.779557456,9.546812609,11.56171563,6.191237112
1333,southeast,0,1,1,Service,Foreign,10.90961899,11.48246626,12.64561707,6.957116709
1334,southwest,2,1,1,Sales,Domestic,9.764225485,10.73639668,13.27009349,6.286370465
1335,west,0,3,1,Crafts,Domestic,11.17043516,11.61728548,14.34513831,7.684577026
1336,midwest,0,1,0,Sales,Domestic,9.71111566,10.51867319,11.95375772,7.148345744
1337,southeast,0,1,0,Sales,Domestic,10.07744086,10.66895539,11.54442413,5.011967739
1338,southwest,0,1,0,Sales,Foreign,9.746833742,10.40426284,12.52051836,7.447284971
1339,west,0,1,0,Professional,Foreign,10.77268668,11.53272809,13.93062337,6.229693736
1340,northeast,0,5,1,Agriculture,Domestic,10.01234196,10.6454249,13.20265221,4.390118805
1341,southeast,1,3,0,Sales,Domestic,10.86475165,11.42954386,14.20836313,5.848459853
1342,southeast,2,2,0,Professional,Foreign,9.820105944,10.40426284,12.74606865,2.972975286
1343,northeast,0,2,1,Service,Foreign,9.26860928,10.20359214,12.19146649,7.381252797
1344,southwest,0,1,1,Sales,Domestic,9.148464968,10.04324949,13.27799867,6.771935556
1345,midwest,0,1,0,Professional,Foreign,9.71111566,10.20359214,12.7685415,6.606041893
1347,southeast,3,2,1,Professional,Domestic,9.629050707,10.69194491,13.76463823,8.069013674
1348,midwest,1,1,0,Sales,Domestic,9.76995616,10.6454249,13.55777556,6.148788757
1349,southeast,0,1,0,Service,Foreign,10.0604913,10.81977828,12.84792653,5.767383056
1350,midwest,1,1,0,Professional,Foreign,9.071078305,9.61580548,11.89818787,5.150397236
1351,midwest,1,1,1,Labor,Foreign,9.341368634,9.998797732,11.62803827,5.185988182
1352,midwest,0,5,1,Sales,Domestic,10.29214554,10.59663473,13.92526142,4.751432693
1353,southeast,0,1,1,Agriculture,Domestic,10.37349118,11.17043516,13.62144025,7.433104917
1354,northeast,1,2,1,Professional,Domestic,10.77058804,11.38509209,14.1194596,6.476433756
1355,southeast,0,2,0,Sales,Domestic,9.210340372,10.04324949,12.32563188,7.973138204
1357,southwest,1,1,0,Sales,Foreign,8.517193191,9.305650552,11.76523939,3.022860941
1358,northeast,6,4,0,Service,Domestic,9.287301413,10.04324949,11.40422605,4.82310017
1359,northeast,0,1,0,Professional,Domestic,10.46310334,11.14186178,14.04328338,7.437942256
1360,southwest,1,1,1,Labor,Domestic,10.37972173,11.32659589,14.30212545,8.721162078
1362,midwest,1,1,1,Service,Foreign,10.46595641,11.00209984,13.73646735,4.689511334
1363,midwest,0,1,0,Crafts,Foreign,9.047821442,9.903487553,12.57071576,6.438071599
1367,southwest,0,2,1,Professional,Domestic,10.17732422,10.51867319,13.42557425,5.21900356
1368,west,0,2,1,Sales,Foreign,10.43998092,11.12726298,13.38902608,9.151264238
1370,northeast,1,3,0,Sales,Foreign,9.998797732,10.69194491,12.80820043,3.769306703
1371,west,2,1,0,Professional,Foreign,10.50232405,11.40756495,12.53896706,6.371355404
1372,northeast,0,2,0,Sales,Foreign,9.495519314,10.27505111,12.03290903,6.457867953
1373,southeast,1,2,1,Labor,Foreign,10.00333289,10.46310334,10.99373159,5.710923583
1374,midwest,1,1,1,Sales,Domestic,10.94552949,11.41861479,12.51722707,5.801513963
1375,southeast,2,2,0,Labor,Foreign,9.674074388,10.27505111,12.46110239,7.784473236
1376,west,2,2,1,Sales,Domestic,9.093806556,10.08580911,12.73905107,4.366912997
1377,southeast,0,1,1,Professional,Domestic,10.21464198,10.79957558,13.56589469,5.530024149
1378,midwest,0,1,0,Crafts,Foreign,9.047821442,9.903487553,11.03488966,7.075259262
1379,west,1,1,0,Crafts,Foreign,10.29552964,11.12726298,13.82189016,5.522260598
1380,southwest,2,1,1,Service,Domestic,10.20359214,11.1844214,14.23369444,7.555251114
1381,west,1,1,1,Agriculture,Domestic,9.249561085,10.27505111,12.50506551,7.732325381
1382,midwest,1,5,1,Labor,Foreign,10.67127828,11.21182037,13.80707508,7.153521008
1383,northeast,0,1,0,Sales,Domestic,8.612503371,9.210340372,11.96400108,8.53244627
1385,northeast,0,1,1,Professional,Domestic,10.6873891,11.12726298,13.60380138,6.946735579
1386,midwest,2,5,0,Sales,Foreign,9.667765219,10.40426284,13.3111639,8.318791032
1387,midwest,0,5,1,Crafts,Domestic,8.881836305,9.680344001,12.53681421,7.266268532
1388,west,0,1,0,Crafts,Domestic,10.55841352,11.05089001,14.03657194,9.072909959
1389,west,0,1,1,Labor,Domestic,11.49781183,11.97665948,14.40146221,7.869287027
1390,southeast,0,2,1,Labor,Foreign,9.686574551,10.51867319,12.74868759,8.137088765
1391,northeast,0,2,1,Professional,Foreign,9.846917201,10.4341158,12.98356097,7.333251746
1392,southeast,6,1,1,Professional,Foreign,8.867850063,9.61580548,12.37581542,7.123027936
1393,midwest,0,3,0,Agriculture,Foreign,9.305650552,10.30895266,11.30220443,7.340770701
1394,northeast,2,4,1,Crafts,Domestic,10.08580911,10.6454249,12.66032792,5.502074204
1395,midwest,0,2,1,Sales,Domestic,9.45720045,10.23995979,12.62872258,7.28464943
1396,west,0,1,1,Sales,Foreign,8.999619341,10.34174248,12.06450908,6.228905403
1397,southeast,1,4,0,Sales,Domestic,10.21829829,10.87804719,12.56444615,6.011389716
1399,southeast,2,7,1,Sales,Domestic,9.539644119,10.27505111,12.607195,4.672361436
1400,southwest,2,8,1,Sales,Domestic,9.350102314,9.952277717,11.82407989,6.819579588
1401,midwest,0,1,1,Sales,Domestic,10.17732422,10.62132735,12.81855192,5.830121397
1402,midwest,0,1,1,Crafts,Foreign,9.735068901,10.27505111,12.5157608,6.055026029
1403,midwest,0,1,1,Labor,Domestic,10.89488576,11.42954386,13.70166974,5.363168339
1404,west,1,1,1,Sales,Domestic,9.609116492,10.16585182,11.44678566,7.728767831
1405,southwest,1,1,0,Professional,Foreign,10.41030515,10.98529272,13.81260634,4.765160922
1406,northeast,2,1,0,Sales,Foreign,9.011889433,9.798127037,12.43001588,7.160263439
1407,midwest,0,1,1,Crafts,Foreign,8.824677891,9.680344001,12.09625778,7.393447693
1408,southwest,4,2,1,Sales,Domestic,8.68270763,9.998797732,12.63068657,2.332143895
1409,west,0,7,1,Labor,Domestic,8.699514748,9.680344001,12.18177995,2.975529566
1410,northeast,0,2,1,Professional,Domestic,8.476371197,9.104979856,12.63427724,5.991339539
1411,southwest,1,1,0,Crafts,Foreign,11.40422605,12.25008953,12.34539971,9.402830883
1412,northeast,0,2,1,Sales,Domestic,9.220290703,10.30895266,13.13626628,6.149002341
1413,southeast,1,4,1,Professional,Domestic,9.740968623,11.1844214,13.60922412,7.648334559
1415,west,5,3,1,Sales,Domestic,11.10043574,11.83500896,13.65955826,4.317488114
1417,west,0,2,0,Professional,Foreign,10.73639668,11.58988651,13.27628546,7.270591205
1418,northeast,1,1,0,Sales,Domestic,10.45449497,11.3736634,13.58193781,7.087323048
1419,west,0,2,1,Sales,Domestic,10.11455852,10.6454249,11.11542853,4.581389657
1421,midwest,1,2,1,Professional,Foreign,9.37585481,9.903487553,10.81977828,6.225943608
1422,northeast,0,3,1,Sales,Domestic,9.525151112,10.04324949,11.17465161,6.140961558
1423,midwest,1,3,1,Crafts,Domestic,10.32219789,10.95080655,12.47686285,7.216452479
1424,midwest,3,1,1,Professional,Domestic,9.957028319,10.37349118,13.06133868,7.379320189
1426,midwest,1,5,1,Professional,Domestic,11.16902571,11.57119437,13.219853,8.423772226
1427,midwest,0,1,1,Sales,Foreign,8.9226583,10.04324949,12.79691021,5.520660598
1428,west,0,2,0,Labor,Foreign,10.83170686,11.54248427,13.85501969,7.050165884
1429,northeast,0,1,0,Professional,Domestic,10.14643373,10.71441777,13.31710745,7.798153679
1430,midwest,4,1,0,Sales,Domestic,9.417354541,10.04324949,10.73639668,7.467571047
1431,southeast,1,2,0,Crafts,Foreign,9.980448594,11.65268741,15.36625947,7.829530941
1432,southwest,0,1,1,Professional,Foreign,9.642122788,10.87804719,12.98218135,6.105574177
1433,northeast,0,4,1,Labor,Domestic,10.17732422,11.09741002,11.7905572,8.961237781
1434,southeast,3,2,1,Service,Domestic,10.63825641,11.21182037,12.82125828,7.000197714
1435,southwest,5,1,1,Service,Domestic,11.37825056,12.47227569,15.13253522,9.093165901
1437,southeast,0,2,1,Labor,Foreign,8.318742253,9.305650552,11.58803294,6.359227788
1438,southeast,1,2,1,Labor,Foreign,10.30226367,10.89673933,12.12051476,6.654088085
1439,northeast,0,3,0,Professional,Domestic,9.082507,9.903487553,11.21182037,7.550529794
1440,northeast,0,1,1,Crafts,Foreign,9.635608107,10.30895266,13.03024809,5.793623179
1441,midwest,0,4,1,Labor,Domestic,9.503009986,10.04324949,11.71095632,6.183426981
1442,west,1,1,1,Labor,Domestic,8.909235279,9.998797732,12.35965173,8.626253853
1443,northeast,3,2,1,Professional,Domestic,10.71441777,11.39639165,13.72853554,9.67503619
1444,southwest,0,2,1,Service,Domestic,10.2646524,10.69194491,12.9743273,6.817666444
1445,west,1,1,1,Labor,Domestic,9.425451752,10.1266311,12.11450545,8.238801166
1446,west,0,1,0,Sales,Foreign,9.648595303,10.46310334,13.80596515,5.80994267
1447,southwest,2,2,0,Sales,Domestic,9.723163998,10.4341158,12.89370465,4.93878119
1448,northeast,2,2,1,Agriculture,Foreign,8.809862805,9.392661929,10.82774645,8.61182132
1449,southeast,2,2,1,Professional,Domestic,9.384293679,10.46310334,12.16785143,6.41656887
1450,southwest,2,5,0,Crafts,Foreign,9.259130536,9.952277717,10.5941316,6.968426959
1451,southeast,0,2,1,Professional,Domestic,10.74720759,11.40756495,12.43718437,9.244509888
1452,southeast,0,4,1,Labor,Domestic,9.190137665,9.740968623,11.33020383,3.974058396
1453,southwest,1,3,1,Service,Foreign,10.08580911,10.73639668,12.62346632,7.497817131
1454,midwest,0,1,1,Sales,Foreign,9.862665558,10.49127422,13.34198072,6.843696643
1456,midwest,0,1,1,Sales,Domestic,9.781319919,10.37349118,12.99815977,6.889896761
1457,southeast,0,3,1,Professional,Domestic,11.1844214,11.90496755,15.04046177,7.496596943
1458,northeast,2,3,1,Labor,Domestic,9.862665558,10.51867319,12.39047537,5.457881936
1459,west,4,2,0,Service,Domestic,9.323669057,10.40426284,11.76523939,2.374905755
1460,west,3,2,0,Labor,Foreign,10.13062313,10.77895629,12.94227932,8.848774918
1461,southeast,1,1,0,Professional,Foreign,10.21097225,11.44035477,11.9103584,5.45211084
1462,northeast,0,3,0,Labor,Domestic,9.764225485,10.57131693,12.23902375,3.037353948
1463,west,1,3,1,Professional,Foreign,9.809176873,10.59663473,12.22587527,4.612642201
1465,northeast,0,4,0,Professional,Foreign,10.14643373,10.858999,13.9769489,8.797064842
1466,southeast,0,1,1,Professional,Domestic,8.961879013,9.998797732,11.95889252,4.184337601
1467,midwest,2,1,0,Sales,Foreign,11.17184262,11.8277362,14.7291578,7.790716709
1468,west,5,2,0,Labor,Domestic,11.01698845,11.80559508,14.29880053,8.43923165
1469,southeast,1,1,1,Crafts,Foreign,10.4744671,11.41861479,14.05767212,5.404477562
1470,west,2,2,1,Sales,Domestic,10.60410675,11.2515607,12.99202688,8.15704078
1471,southwest,0,1,0,Crafts,Domestic,8.853665428,9.392661929,10.96127785,7.251947639
1472,west,2,2,1,Professional,Foreign,10.09410791,10.73639668,12.59269467,7.720838731
1475,southeast,2,2,0,Sales,Domestic,9.210340372,10.34174248,13.25409315,2.718000532
1476,northeast,1,3,1,Crafts,Foreign,9.957028319,10.62132735,13.5116991,8.758805147
1477,northeast,1,4,1,Sales,Domestic,11.06663836,11.95761129,12.95086306,8.437348797
1478,northeast,1,1,1,Crafts,Foreign,9.873028345,10.51867319,10.41331268,7.805250476
1479,southeast,0,3,1,Professional,Domestic,10.1064284,10.62132735,13.06367438,4.398146017
1480,northeast,0,1,0,Professional,Domestic,9.510444964,10.51867319,11.681824,7.581541235
1481,southeast,0,1,1,Professional,Domestic,10.13459927,10.858999,13.22924274,7.510567383
1482,midwest,0,1,1,Sales,Domestic,9.137769679,9.852194258,12.42480649,6.326149473
1483,west,0,3,0,Professional,Domestic,9.190137665,9.903487553,11.83500896,6.573680167
1484,southeast,0,1,0,Professional,Domestic,9.384293679,9.680344001,12.16525065,4.838660029
1485,southwest,2,4,1,Sales,Foreign,9.532423871,10.30895266,11.7905572,7.819535855
1486,northeast,3,4,1,Professional,Foreign,9.655026193,10.71441777,13.10318056,4.383275854
1487,west,0,1,1,Sales,Foreign,9.26860928,9.998797732,12.35017299,6.521872186
1488,northeast,1,1,0,Crafts,Domestic,10.61398337,11.12726298,11.53272809,5.924255797
1490,midwest,3,2,0,Sales,Domestic,9.635608107,10.23995979,11.86920033,9.431834564
1491,southeast,1,3,1,Professional,Domestic,10.08996712,11.06663836,13.84545763,5.288771954
1492,southwest,2,4,0,Sales,Domestic,9.918376165,10.69194491,13.64163325,8.384587085
1493,southwest,2,4,1,Sales,Domestic,9.532423871,10.20359214,12.40081672,7.546050208
1494,southeast,0,2,1,Crafts,Foreign,8.9226583,9.546812609,11.47833402,5.963450801
1495,southwest,2,1,0,Sales,Domestic,8.612503371,9.680344001,12.5482429,6.21730446
1497,southeast,1,1,1,Sales,Foreign,10.82972862,11.68687877,14.59922944,9.087477581
1498,midwest,0,5,1,Service,Domestic,10.3449631,11.1124479,12.52343487,3.726897521
1499,west,0,2,1,Service,Foreign,10.82177629,11.41861479,13.52274894,4.485823428
1500,midwest,0,1,0,Professional,Domestic,10.86092023,11.66992921,12.00640145,4.783734694
1501,northeast,0,2,0,Service,Foreign,8.867850063,9.798127037,12.33182385,6.432779308
1502,southeast,0,1,0,Agriculture,Foreign,9.913437883,10.95080655,10.5941316,7.679251426
1503,midwest,2,5,1,Sales,Foreign,9.975808214,10.59663473,11.72803684,7.372871987
1504,northeast,2,4,0,Professional,Domestic,10.11455852,10.77895629,13.663757,7.956739553
1507,northeast,2,1,1,Professional,Domestic,10.67127828,11.35040654,12.04355372,6.910002752
1508,midwest,1,4,1,Professional,Domestic,9.104979856,9.903487553,10.4341158,4.416428061
1509,northeast,1,1,1,Labor,Foreign,11.14475614,11.79810441,14.08048679,6.338152285
1511,west,4,4,0,Professional,Domestic,10.00784757,10.40426284,12.77450658,5.700610783
1513,west,0,1,0,Service,Domestic,10.41331268,10.858999,13.28380172,5.329089025
1514,west,2,1,0,Sales,Foreign,8.594154233,9.305650552,11.77375008,5.900992644
1515,southeast,0,1,1,Professional,Domestic,11.27720313,11.77528973,12.56374709,8.031661625
1516,west,1,3,0,Service,Foreign,9.862665558,10.51867319,12.67043539,5.680684423
1518,west,3,6,1,Sales,Domestic,10.14643373,10.59663473,12.72486644,7.981032666
1519,southeast,0,3,1,Service,Foreign,9.210340372,9.852194258,10.49404814,5.413652965
1520,southeast,0,1,1,Labor,Foreign,10.11455852,10.69194491,11.7905572,7.588399624
1521,southeast,2,1,1,Sales,Domestic,8.268731832,9.104979856,11.78600139,6.428670541
1523,southeast,1,4,1,Sales,Domestic,10.14250445,10.89673933,13.38164598,4.526667958
1524,west,0,6,1,Labor,Domestic,11.24765699,11.8277362,12.23320131,6.603130486
1526,northeast,0,1,1,Sales,Domestic,9.692766521,10.54534144,12.09290395,6.360870605
1527,southwest,0,5,1,Sales,Domestic,11.36442546,12.29225034,14.10053911,7.320526962
1528,southwest,2,1,1,Sales,Foreign,9.674074388,10.46310334,12.73522923,8.482446455
1530,southwest,3,1,1,Professional,Domestic,8.764053269,9.952277717,11.08367983,6.9117971
1531,west,2,2,1,Sales,Foreign,9.011889433,9.305650552,12.61983656,7.648215343
1533,northeast,0,2,0,Labor,Foreign,10.68051622,11.41861479,11.51392497,7.396641995
1534,west,3,1,1,Sales,Domestic,9.350102314,9.903487553,11.8493977,7.676798119
1535,west,4,1,1,Professional,Foreign,10.7342204,11.53272809,13.23747618,7.883615959
1536,midwest,0,3,1,Service,Foreign,10.33201793,11.09741002,11.50287513,6.04310778
1537,northeast,0,3,1,Professional,Foreign,9.908475094,10.69194491,12.43241109,4.534211097
1538,west,1,1,0,Sales,Domestic,9.873028345,10.69194491,13.53102338,6.849278349
1539,west,3,1,1,Sales,Domestic,10.34174248,11.1124479,13.97464878,5.408740048
1540,southwest,0,1,0,Sales,Foreign,9.384293679,9.903487553,11.03488966,5.775327642
1542,midwest,1,1,1,Professional,Foreign,10.5789798,11.23848862,13.07903825,8.792017962
1544,midwest,0,2,1,Professional,Foreign,9.846917201,10.59663473,11.95761129,7.325675828
1545,west,0,4,1,Labor,Foreign,9.764225485,10.20359214,12.65459724,7.335307984
1546,midwest,1,1,1,Service,Foreign,9.961756461,11.15625052,14.1111608,8.077897219
1548,southeast,0,1,1,Professional,Foreign,10.06900199,10.54534144,12.94323671,4.224641563
1549,west,0,1,0,Sales,Domestic,9.011889433,9.61580548,12.38212459,4.71357606
1550,west,1,1,0,Sales,Foreign,9.786953736,10.59663473,13.49805633,4.926166137
1551,southwest,0,4,1,Professional,Foreign,9.809176873,10.69194491,11.02841715,8.230843564
1553,northeast,2,1,0,Sales,Domestic,8.476371197,9.210340372,11.70354582,6.620206531
1554,southeast,1,4,1,Labor,Domestic,9.400960732,9.740968623,11.79509236,5.333443169
1555,northeast,1,2,0,Sales,Foreign,8.665613197,9.472704636,12.11887943,6.323193409
1557,southeast,1,1,1,Sales,Foreign,9.809176873,10.66895539,12.2581906,3.668676747
1559,west,0,5,1,Service,Domestic,9.305650552,10.27505111,12.26292546,7.965562934
1560,southwest,7,1,0,Labor,Foreign,10.22918769,10.91508846,14.02414942,5.47436931
1561,west,3,3,0,Service,Domestic,11.05564061,11.66134547,14.10369251,8.391822694
1562,west,0,4,1,Labor,Domestic,8.809862805,9.104979856,11.34568955,8.051070023
1563,southeast,2,9,1,Professional,Domestic,10.3155972,11.22524339,13.09704557,7.853604813
1564,northeast,0,2,1,Sales,Domestic,10.59663473,11.15625052,13.24811458,8.407422967
1565,northeast,2,2,1,Sales,Foreign,10.68281243,11.39639165,13.10113974,6.447385099
1566,west,2,1,0,Sales,Foreign,9.680344001,10.4341158,12.46226405,4.88846766
1567,midwest,0,4,1,Labor,Domestic,8.68270763,9.210340372,11.46163217,6.393339886
1568,northeast,0,1,0,Agriculture,Domestic,9.852194258,10.54534144,13.15541123,4.859812404
1569,west,2,2,1,Professional,Foreign,7.783224016,9.210340372,11.44035477,7.328896866
1570,west,1,4,1,Labor,Foreign,10.62619354,11.42954386,13.87189089,4.593097605
1571,southwest,0,2,0,Sales,Foreign,11.49476149,12.36307639,14.69522029,8.021108386
1572,southwest,2,4,1,Professional,Foreign,9.629050707,10.20359214,12.93795965,6.404649778
1573,northeast,0,1,0,Labor,Domestic,8.594154233,9.680344001,11.01534507,5.198773236
1574,southwest,0,2,0,Labor,Domestic,8.9226583,9.680344001,11.04132055,7.359244825
1575,southwest,0,4,1,Professional,Foreign,9.159047078,10.27505111,11.46897358,7.318174761
1578,southwest,1,1,1,Sales,Domestic,9.60238246,10.27505111,11.63602766,6.380207279
1579,west,1,2,0,Agriculture,Domestic,10.46880136,11.28978191,13.5304916,5.906451173
1580,northeast,2,2,1,Service,Domestic,8.38935982,9.210340372,11.87756858,6.530294367
